image_name,tags
test_938,clear primary water 
test_12382,clear primary 
file_20461,primary partly_cloudy 
test_7284,clear primary water agriculture road 
test_782,clear primary water road 
test_20928,primary water partly_cloudy agriculture 
test_22878,clear primary 
test_12575,clear primary 
file_10289,clear primary 
test_1184,clear primary 
test_29855,clear primary 
test_27418,clear primary water partly_cloudy road 
file_17765,clear primary 
test_29987,clear primary water haze 
test_10274,cloudy
test_36482,clear primary 
file_632,clear primary 
test_21921,clear primary 
file_15456,clear primary 
test_36591,clear primary 
test_4687,clear primary 
file_12922,primary water haze habitation agriculture road 
test_6611,clear primary water habitation agriculture road 
test_27280,clear primary 
file_4010,clear primary 
file_19957,clear primary water habitation agriculture road 
test_9668,clear primary partly_cloudy 
test_19510,clear primary cultivation agriculture 
file_9684,clear primary water partly_cloudy agriculture road 
test_35748,clear primary 
test_22982,clear primary 
file_16629,clear primary 
file_8137,clear primary cultivation habitation agriculture road 
test_25641,primary water haze agriculture 
test_11206,clear primary cultivation agriculture 
test_36109,clear primary cultivation partly_cloudy habitation agriculture road 
test_165,primary haze partly_cloudy 
test_12757,clear primary cultivation habitation agriculture road 
test_22842,clear primary 
test_21947,clear primary agriculture road 
test_13168,cloudy
test_11077,cloudy
test_33838,clear primary 
test_19413,clear primary 
file_10823,clear primary cultivation agriculture 
test_26491,primary haze 
test_8901,clear primary agriculture road 
test_38914,clear primary 
test_27407,clear primary 
test_12809,clear primary cultivation habitation agriculture road 
file_12857,clear primary 
test_7786,clear primary 
test_13112,clear primary 
test_23182,clear primary cultivation agriculture road 
test_16392,clear primary cultivation partly_cloudy habitation agriculture road 
test_30705,clear primary water partly_cloudy agriculture road 
test_641,clear primary water agriculture road 
test_29640,clear primary cultivation habitation agriculture road 
test_17846,clear primary water artisinal_mine road 
file_9366,clear primary cultivation habitation agriculture 
test_6275,clear primary 
test_30815,clear primary cultivation habitation agriculture road 
test_31940,clear primary 
file_19598,clear primary 
test_8226,clear primary 
file_11892,clear primary agriculture road 
test_36939,clear primary water haze partly_cloudy agriculture road 
file_4004,clear primary water cultivation agriculture road 
test_5604,primary partly_cloudy habitation agriculture road 
file_14996,clear primary 
test_19172,clear primary 
test_36891,primary water partly_cloudy agriculture road 
test_20600,clear primary water partly_cloudy agriculture road 
test_25632,clear primary cultivation habitation agriculture road 
file_9152,cloudy
file_1545,clear primary 
file_16602,primary partly_cloudy 
file_14130,clear primary 
file_7663,clear primary 
file_11952,clear primary haze agriculture road 
test_28618,primary haze 
test_10542,clear primary water artisinal_mine habitation bare_ground road 
test_15211,clear primary 
test_14047,clear primary 
file_14018,clear primary 
test_16363,clear primary 
file_12148,clear primary 
test_31107,primary partly_cloudy 
test_29096,clear primary 
file_13710,clear primary water artisinal_mine bare_ground road 
test_36289,clear primary 
file_7668,clear primary 
file_14200,clear primary water agriculture road 
test_12846,primary water partly_cloudy agriculture road 
test_19947,clear primary 
file_18646,clear primary 
test_19452,clear primary 
test_30148,clear primary habitation bare_ground agriculture road 
file_3087,clear primary 
file_2607,clear primary water habitation agriculture 
test_32228,clear primary habitation agriculture road 
test_7355,clear primary 
test_35628,clear primary water haze habitation agriculture road 
file_18006,clear primary cultivation habitation agriculture road 
test_2641,cloudy
test_21818,clear primary haze 
test_3798,clear primary cultivation agriculture 
test_32307,clear primary 
test_26156,clear primary 
test_8326,clear primary 
test_26006,clear primary water 
test_6035,primary partly_cloudy 
test_14295,primary partly_cloudy 
test_16244,clear primary water cultivation agriculture 
file_18480,clear primary water haze agriculture 
file_11974,clear primary partly_cloudy habitation agriculture road 
test_16112,clear primary cultivation habitation agriculture road 
test_29527,clear primary 
file_1856,cloudy
test_10952,clear primary water 
test_19387,clear primary cultivation habitation agriculture road 
test_157,clear primary water 
test_26407,clear primary 
test_30138,clear primary cultivation agriculture 
test_34297,clear primary 
test_28999,clear primary 
file_7911,clear primary 
test_27069,clear primary water habitation agriculture road 
test_35248,clear primary 
file_3433,clear primary 
test_27152,clear primary habitation agriculture road 
test_15972,clear primary cultivation agriculture 
file_14755,clear primary 
file_9225,clear primary 
test_33783,primary partly_cloudy 
test_9272,clear primary partly_cloudy habitation agriculture road 
test_9319,clear primary 
test_34760,clear primary 
test_24592,clear primary cultivation agriculture 
file_16188,clear primary water habitation agriculture road 
test_8747,primary partly_cloudy 
test_34170,clear primary 
test_14855,clear primary 
file_17729,clear primary 
test_32314,clear primary 
file_20325,clear primary habitation agriculture road 
file_2898,clear primary cultivation agriculture 
file_341,clear primary 
test_14153,clear primary 
test_21366,clear primary 
file_2317,clear primary 
test_5340,clear primary water cultivation road selective_logging 
file_6621,clear primary cultivation habitation agriculture 
test_36226,clear primary haze 
test_38356,clear primary 
test_31443,primary cultivation partly_cloudy agriculture 
file_8212,clear primary 
file_16790,clear primary 
test_15465,clear primary 
test_33695,clear primary 
file_19918,clear primary cultivation habitation agriculture road 
test_28512,clear primary water cultivation partly_cloudy agriculture road 
test_35292,clear primary 
file_72,primary water partly_cloudy agriculture 
test_31933,clear primary habitation agriculture road 
file_9731,cloudy
file_14013,clear primary water 
file_11183,primary partly_cloudy agriculture road 
test_26234,primary partly_cloudy 
file_18386,clear primary 
file_9712,clear primary partly_cloudy agriculture road 
test_3682,clear primary 
test_33308,clear primary agriculture road 
test_29339,clear primary cultivation agriculture road 
test_8655,clear primary cultivation agriculture 
test_23514,clear primary habitation road 
file_10327,clear primary water 
test_6675,clear primary 
file_14671,clear primary 
test_9830,clear primary 
test_9123,clear primary 
test_27284,clear primary 
test_10525,clear primary 
test_3160,clear primary water agriculture 
test_14088,clear primary cultivation agriculture 
test_9645,clear primary 
test_25456,clear primary 
test_39590,clear primary bare_ground agriculture road 
test_26021,clear primary water agriculture 
test_26355,primary cloudy partly_cloudy 
test_23112,clear primary habitation agriculture road 
test_6443,clear primary 
file_14760,clear primary agriculture road 
file_18117,clear primary 
test_13444,clear primary 
file_1405,clear primary 
test_17092,clear primary water 
file_11703,primary partly_cloudy 
test_35655,primary partly_cloudy 
test_30086,clear primary 
test_19206,primary partly_cloudy 
test_11699,clear primary water haze agriculture road 
test_11561,clear primary 
test_23192,clear primary 
test_38193,clear primary haze 
test_16420,clear primary water agriculture road 
test_32297,primary partly_cloudy 
file_600,primary partly_cloudy 
test_2885,primary haze 
test_24243,clear primary 
file_17507,primary partly_cloudy 
test_29788,clear primary 
test_5232,clear primary water 
test_38957,clear primary cultivation agriculture 
test_30274,primary partly_cloudy 
test_30373,clear primary water agriculture 
file_1632,clear primary 
file_18350,cloudy
test_32695,clear primary water cultivation agriculture 
test_19729,clear primary 
file_2365,clear primary 
file_13417,clear primary 
test_15829,clear primary 
test_36004,clear primary water cultivation agriculture road 
test_8555,primary partly_cloudy 
test_17349,primary partly_cloudy 
test_7993,primary water haze 
test_31932,primary partly_cloudy 
test_14063,cloudy
file_18181,clear primary habitation agriculture road 
test_33240,primary water partly_cloudy agriculture road 
test_3730,clear primary 
test_21248,clear primary water habitation agriculture road 
test_17500,clear primary water haze agriculture road 
test_16726,clear primary cultivation habitation agriculture road 
file_20116,clear primary water cultivation habitation agriculture road 
test_18195,clear primary water artisinal_mine bare_ground road 
test_11665,clear primary water cultivation habitation agriculture road 
file_20443,primary partly_cloudy agriculture road 
file_6239,clear primary 
file_7953,clear primary 
test_37492,clear primary 
test_25881,clear primary water partly_cloudy agriculture road 
file_3174,clear primary 
test_4878,clear primary 
file_9074,clear primary 
test_2099,primary partly_cloudy agriculture 
test_13868,clear primary 
file_16063,clear primary 
test_13058,primary partly_cloudy 
test_10460,clear primary habitation agriculture road 
file_17418,clear primary water artisinal_mine 
file_20416,primary water partly_cloudy agriculture 
test_333,clear primary cultivation partly_cloudy habitation agriculture road 
test_21143,clear primary habitation agriculture road 
test_19450,primary water partly_cloudy agriculture 
test_25147,clear primary 
test_19382,clear primary water partly_cloudy agriculture 
file_12135,clear primary 
test_14994,cloudy
